metric_or_field_id,display_name,catalog_group,state_group,primary_embedding_target,feature_type,observation_window,required_raw_datapoints,recommended_raw_table,recommended_feature_table,recommended_serving_table,candidate_supervised_heads,model_component,mapped_models,signal_shape_inferred,definition
hardware.spares_warranty_rma.defect_or_exception_rate.rolling_90d,spares warranty rma defect or exception rate,domain_operational_metric,domain_state,D_HARDWARE_GOVERNANCE_COMPLIANCE,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | compliance_check_id | policy_requirement_flag | exception_flag | evidence_complete_flag | first_pass_flag | review_timestamp | rework_flag | defect_flag | defect_count,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,"Hardware: Rate of defects, misses, or exceptions produced in this step family. Step family = spares warranty rma. Rolling 90-day domain skill signal with recency weighting."
hardware.spares_warranty_rma.evidence_complete_rate.job_level,spares warranty rma evidence complete rate,domain_operational_metric,domain_state,D_HARDWARE_GOVERNANCE_COMPLIANCE,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | compliance_check_id | policy_requirement_flag | exception_flag | evidence_complete_flag | first_pass_flag | review_timestamp | rework_flag | artifact_id,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Rate of submitting the required evidence or artifacts for this step family. Step family = spares warranty rma. Single assignment or visit value normalized at closeout.
hardware.spares_warranty_rma.evidence_complete_rate.rolling_90d,spares warranty rma evidence complete rate,domain_operational_metric,domain_state,D_HARDWARE_GOVERNANCE_COMPLIANCE,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | compliance_check_id | policy_requirement_flag | exception_flag | evidence_complete_flag | first_pass_flag | review_timestamp | rework_flag | artifact_id,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Rate of submitting the required evidence or artifacts for this step family. Step family = spares warranty rma. Rolling 90-day domain skill signal with recency weighting.
hardware.spares_warranty_rma.rework_rate.job_level,spares warranty rma rework rate,domain_operational_metric,domain_state,D_HARDWARE_GOVERNANCE_COMPLIANCE,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | compliance_check_id | policy_requirement_flag | exception_flag | evidence_complete_flag | first_pass_flag | review_timestamp | rework_flag | rework_cycle_count,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Rate of rework or revisit generated by this step family. Step family = spares warranty rma. Single assignment or visit value normalized at closeout.
hardware.spares_warranty_rma.rework_rate.rolling_90d,spares warranty rma rework rate,domain_operational_metric,domain_state,D_HARDWARE_GOVERNANCE_COMPLIANCE,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | compliance_check_id | policy_requirement_flag | exception_flag | evidence_complete_flag | first_pass_flag | review_timestamp | rework_flag | rework_cycle_count,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Rate of rework or revisit generated by this step family. Step family = spares warranty rma. Rolling 90-day domain skill signal with recency weighting.
hardware.refresh_lifecycle.execution_count.job_level,refresh lifecycle execution count,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,job_level_signal,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | execution_flag,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Number of times this step family was executed. Step family = refresh lifecycle. Single assignment or visit value normalized at closeout.
hardware.refresh_lifecycle.execution_count.rolling_90d,refresh lifecycle execution count,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,windowed_aggregate,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | execution_flag,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Number of times this step family was executed. Step family = refresh lifecycle. Rolling 90-day domain skill signal with recency weighting.
hardware.refresh_lifecycle.avg_duration_min.job_level,refresh lifecycle avg duration min,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,duration_latency,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | step_start_timestamp | step_end_timestamp | actual_step_duration_min,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Average duration spent in this step family. Step family = refresh lifecycle. Single assignment or visit value normalized at closeout.
hardware.refresh_lifecycle.avg_duration_min.rolling_90d,refresh lifecycle avg duration min,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,duration_latency,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | step_start_timestamp | step_end_timestamp | actual_step_duration_min,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Average duration spent in this step family. Step family = refresh lifecycle. Rolling 90-day domain skill signal with recency weighting.
hardware.refresh_lifecycle.on_plan_rate.job_level,refresh lifecycle on plan rate,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | planned_step_duration_min | actual_step_duration_min,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Rate of finishing this step family within plan. Step family = refresh lifecycle. Single assignment or visit value normalized at closeout.
hardware.refresh_lifecycle.on_plan_rate.rolling_90d,refresh lifecycle on plan rate,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | planned_step_duration_min | actual_step_duration_min,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Rate of finishing this step family within plan. Step family = refresh lifecycle. Rolling 90-day domain skill signal with recency weighting.
hardware.refresh_lifecycle.first_pass_rate.job_level,refresh lifecycle first pass rate,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | first_pass_flag,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Rate of passing this step family on first attempt/review. Step family = refresh lifecycle. Single assignment or visit value normalized at closeout.
hardware.refresh_lifecycle.first_pass_rate.rolling_90d,refresh lifecycle first pass rate,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | first_pass_flag,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Rate of passing this step family on first attempt/review. Step family = refresh lifecycle. Rolling 90-day domain skill signal with recency weighting.
hardware.refresh_lifecycle.defect_or_exception_rate.job_level,refresh lifecycle defect or exception rate,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | defect_flag | defect_count,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,"Hardware: Rate of defects, misses, or exceptions produced in this step family. Step family = refresh lifecycle. Single assignment or visit value normalized at closeout."
hardware.refresh_lifecycle.defect_or_exception_rate.rolling_90d,refresh lifecycle defect or exception rate,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | defect_flag | defect_count,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,"Hardware: Rate of defects, misses, or exceptions produced in this step family. Step family = refresh lifecycle. Rolling 90-day domain skill signal with recency weighting."
hardware.refresh_lifecycle.evidence_complete_rate.job_level,refresh lifecycle evidence complete rate,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | artifact_id,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Rate of submitting the required evidence or artifacts for this step family. Step family = refresh lifecycle. Single assignment or visit value normalized at closeout.
hardware.refresh_lifecycle.evidence_complete_rate.rolling_90d,refresh lifecycle evidence complete rate,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | artifact_id,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Rate of submitting the required evidence or artifacts for this step family. Step family = refresh lifecycle. Rolling 90-day domain skill signal with recency weighting.
hardware.refresh_lifecycle.rework_rate.job_level,refresh lifecycle rework rate,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | rework_cycle_count,fact_artifact_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Rate of rework or revisit generated by this step family. Step family = refresh lifecycle. Single assignment or visit value normalized at closeout.
hardware.refresh_lifecycle.rework_rate.rolling_90d,refresh lifecycle rework rate,domain_operational_metric,domain_state,D_HARDWARE_DOCUMENTATION_CLOSEOUT,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | documentation_artifact_id | evidence_complete_flag | documentation_pass_flag | closeout_flag | review_feedback | review_timestamp | rework_flag | rework_cycle_count,fact_artifact_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),documentation_acceptance | closeout_rejection_risk | auditability_score,Domain Expert Bank + Universal Overlay,Acceptance Rate Aggregator; Documentation Failure Model; Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Hardware: Rate of rework or revisit generated by this step family. Step family = refresh lifecycle. Rolling 90-day domain skill signal with recency weighting.
other.av_room_install.execution_count.job_level,av room install execution count,domain_operational_metric,domain_state,D_OTHER_EXECUTION,job_level_signal,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | execution_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Number of times this step family was executed. Step family = av room install. Single assignment or visit value normalized at closeout.
other.av_room_install.execution_count.rolling_90d,av room install execution count,domain_operational_metric,domain_state,D_OTHER_EXECUTION,windowed_aggregate,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | execution_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Number of times this step family was executed. Step family = av room install. Rolling 90-day domain skill signal with recency weighting.
other.av_room_install.avg_duration_min.job_level,av room install avg duration min,domain_operational_metric,domain_state,D_OTHER_EXECUTION,duration_latency,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Average duration spent in this step family. Step family = av room install. Single assignment or visit value normalized at closeout.
other.av_room_install.avg_duration_min.rolling_90d,av room install avg duration min,domain_operational_metric,domain_state,D_OTHER_EXECUTION,duration_latency,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Average duration spent in this step family. Step family = av room install. Rolling 90-day domain skill signal with recency weighting.
other.av_room_install.on_plan_rate.job_level,av room install on plan rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of finishing this step family within plan. Step family = av room install. Single assignment or visit value normalized at closeout.
other.av_room_install.on_plan_rate.rolling_90d,av room install on plan rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of finishing this step family within plan. Step family = av room install. Rolling 90-day domain skill signal with recency weighting.
other.av_room_install.first_pass_rate.job_level,av room install first pass rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | first_pass_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of passing this step family on first attempt/review. Step family = av room install. Single assignment or visit value normalized at closeout.
other.av_room_install.first_pass_rate.rolling_90d,av room install first pass rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | first_pass_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of passing this step family on first attempt/review. Step family = av room install. Rolling 90-day domain skill signal with recency weighting.
other.av_room_install.defect_or_exception_rate.job_level,av room install defect or exception rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | defect_flag | defect_count,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,"Other: Rate of defects, misses, or exceptions produced in this step family. Step family = av room install. Single assignment or visit value normalized at closeout."
other.av_room_install.defect_or_exception_rate.rolling_90d,av room install defect or exception rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | defect_flag | defect_count,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,"Other: Rate of defects, misses, or exceptions produced in this step family. Step family = av room install. Rolling 90-day domain skill signal with recency weighting."
other.av_room_install.evidence_complete_rate.job_level,av room install evidence complete rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | evidence_complete_flag | artifact_id,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of submitting the required evidence or artifacts for this step family. Step family = av room install. Single assignment or visit value normalized at closeout.
other.av_room_install.evidence_complete_rate.rolling_90d,av room install evidence complete rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | evidence_complete_flag | artifact_id,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of submitting the required evidence or artifacts for this step family. Step family = av room install. Rolling 90-day domain skill signal with recency weighting.
other.av_room_install.rework_rate.job_level,av room install rework rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | rework_cycle_count,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of rework or revisit generated by this step family. Step family = av room install. Single assignment or visit value normalized at closeout.
other.av_room_install.rework_rate.rolling_90d,av room install rework rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | rework_cycle_count,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of rework or revisit generated by this step family. Step family = av room install. Rolling 90-day domain skill signal with recency weighting.
other.physical_security_install.execution_count.job_level,physical security install execution count,domain_operational_metric,domain_state,D_OTHER_EXECUTION,job_level_signal,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | execution_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Number of times this step family was executed. Step family = physical security install. Single assignment or visit value normalized at closeout.
